Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),YYYY,Sub-Category 1,Sub-Category 2,Sub-Category 3
C96_ERA5_forcing_2020-12-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-10-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
